gene	pubmed_invasion	pubmed_cancer	pubmed_growth	pubmed_migration	pubmed_prolifiration
SPC25	1	30	2	1	13
SPCS1	0	3	0	0	0
SPCS2	0	2	0	0	0
SPCS3	0	1	0	0	0
SPDEF	2	70	3	4	16
SPDL1	1	18	1	1	2
SPDYA	0	6	0	0	1
SPDYC	0	1	0	0	0
SPDYE1	0	0	0	0	0
SPDYE2	0	1	0	0	0
SPDYE2B	0	0	0	0	0
SPDYE3	0	0	0	0	0
SPDYE4	0	0	0	0	0
SPECC1	1	5	2	1	4
SPECC1L	1	6	0	2	1
SPECC1L-ADORA2A	0	0	0	0	0
SPEF1	0	0	0	2	0
SPEF2	0	1	0	0	0
SPEG	0	13	1	4	2
SPEM1	0	0	0	0	0
SPEN	0	40	1	3	6
SPERT	0	3	1	0	0
SPESP1	0	3	0	0	0
SPG11	0	0	0	0	1
SPG20	0	18	2	2	3
SPG20OS	0	0	0	0	0
SPG21	0	0	1	0	0
SPG7	0	4	0	1	3
SPHAR	0	0	0	0	0
SPHK1	13	379	86	57	156
SPHK2	1	139	37	15	55
SPHKAP	0	1	0	1	1
SPI1	41	69	5	10	20
SPIB	1	27	0	1	9
SPIC	1	9	0	1	1
SPICE1	0	1	0	1	0
SPIDR	0	4	0	0	0
SPIN1	1	22	4	2	8
SPIN2A	0	0	0	0	0
SPIN2B	0	0	0	0	0
SPIN3	0	2	0	0	0
SPIN4	0	1	0	0	0
SPINK1	2	223	8	1	25
SPINK13	0	5	1	1	1
SPINK14	0	0	0	0	0
SPINK2	1	4	0	1	1
SPINK4	0	6	0	0	3
SPINK5	1	21	2	1	3
SPINK6	0	5	0	1	0
SPINK7	0	6	0	1	0
SPINK8	0	0	0	0	0
SPINK9	0	0	0	1	0
SPINT1	2	30	1	3	4
SPINT2	2	22	0	1	3
SPINT3	0	0	0	0	0
SPINT4	0	0	0	0	0
SPIRE1	1	0	0	0	0
SPIRE2	2	0	1	1	0
SPN	4	323	11	1	12
SPNS1	0	5	0	0	1
SPNS2	1	28	0	6	11
SPNS3	0	1	0	0	0
SPO11	0	13	1	0	6
SPOCD1	0	8	0	3	5
SPOCK1	2	58	6	15	20
SPOCK2	2	13	0	1	5
SPOCK3	0	2	0	0	0
SPON2	1	26	1	4	4
SPOP	7	293	15	13	22
SPOPL	0	5	0	0	0
SPP1	0	397	22	44	101
SPP2	0	8	2	1	1
SPPL2A	0	1	0	0	1
SPPL2C	0	0	0	0	0
SPPL3	1	8	0	0	0
SPR	15	854	53	45	103
SPRED1	1	22	3	9	17
SPRED2	1	13	1	5	12
SPRED3	0	2	0	1	0
SPRN	0	1	0	1	2
SPRR1A	0	20	1	2	5
SPRR1B	2	13	4	1	2
SPRR2A	0	15	0	1	4
SPRR2B	0	4	0	1	0
SPRR2D	0	3	0	1	2
SPRR2E	0	5	0	1	1
SPRR2F	0	9	0	0	3
SPRR2G	0	4	0	0	0
SPRR3	1	17	1	1	7
SPRR4	0	0	0	0	0
SPRTN	0	18	0	0	0
SPRY1	0	47	5	6	44
SPRY2	8	90	14	22	63
SPRY3	0	6	1	0	2
SPRY4	9	118	23	23	57
SPRYD3	0	1	0	1	0
SPRYD4	0	2	0	0	1
SPRYD7	0	0	0	0	0
SPSB1	0	7	0	3	2
SPSB2	0	3	0	0	1
SPSB3	0	3	1	0	0
SPSB4	0	2	0	0	0
SPTA1	0	24	0	0	0
SPTAN1	0	18	2	1	2
SPTB	0	5	3	1	2
SPTBN1	0	36	1	3	3
SPTBN2	0	14	1	1	3
SPTBN4	0	2	0	0	0
SPTBN5	0	2	0	0	0
SPTLC1	0	8	2	2	4
SPTLC2	0	4	0	2	1
SPTLC3	0	4	0	0	0
SPTSSA	0	1	0	0	0
SPTSSB	0	2	0	0	0
SPTY2D1	0	3	0	0	1
SPZ1	0	8	2	1	4
SQLE	0	74	9	2	18
SQRDL	0	1	0	0	1
SQSTM1	8	583	63	33	116
SRA1	1	20	0	8	4
SRBD1	0	4	2	0	1
SRC	436	6534	1209	1672	2173
SRCAP	0	11	5	0	3
SRCIN1	1	33	6	2	21
SRCRB4D	0	1	0	0	0
SRD5A1	1	68	6	2	16
SRD5A3	1	15	2	0	3
SREBF1	1	67	6	4	14
SREBF2	1	28	1	3	11
SREK1	0	2	0	0	0
SREK1IP1	0	1	0	0	1
SRF	23	232	66	70	131
SRFBP1	0	1	0	1	0
SRGAP1	1	17	0	8	5
SRGAP2	1	13	0	7	2
SRGAP3	1	7	0	2	0
SRGN	3	21	3	4	4
SRI	3	381	12	8	19
SRL	0	79	12	4	36
SRM	0	393	11	1	10
SRMS	0	118	1	1	5
SRP14	0	6	3	2	1
SRP19	0	2	2	0	0
SRP54	0	5	2	1	0
SRP68	0	4	1	0	1
SRP72	0	9	2	0	1
SRP9	0	11	2	0	1
SRPK1	1	77	9	7	20
SRPK2	1	20	2	2	6
SRPK3	0	3	0	0	0
SRPR	0	4	0	0	0
SRPRB	0	4	0	0	0
SRPX	0	13	1	0	2
SRPX2	4	28	0	4	6
SRR	0	217	2	3	6
SRRD	0	0	0	0	1
SRRM1	0	2	0	0	1
SRRM2	0	8	0	1	4
SRRM3	1	3	1	0	1
SRRM4	0	18	1	0	3
SRRM5	0	0	0	0	0
SRRT	0	3	1	1	1
SRSF1	4	134	7	10	40
SRSF10	0	12	0	1	1
SRSF11	0	3	0	0	2
SRSF12	0	2	0	0	0
SRSF2	2	85	4	3	10
SRSF3	2	82	11	7	22
SRSF4	1	5	0	0	2
SRSF5	0	18	2	0	5
SRSF6	2	26	2	1	6
SRSF7	0	21	2	4	7
SRSF9	1	15	0	0	4
SRXN1	1	28	2	2	7
SRY	26	491	63	80	230
SS18	0	53	11	4	15
SS18L1	0	5	0	1	1
SS18L2	0	2	0	0	0
SSB	2	217	27	3	29
SSBP1	0	18	1	1	5
SSBP2	1	20	4	1	2
SSBP3	1	2	0	0	0
SSBP3-AS1	0	0	0	0	0
SSBP4	0	2	0	0	0
SSC5D	0	0	0	0	0
SSFA2	0	5	0	1	4
SSH1	3	15	0	12	4
SSH2	1	6	1	5	2
SSH3	1	3	0	2	2
SSMEM1	0	0	0	0	0
SSNA1	0	0	0	0	0
SSPN	0	2	0	1	0
SSR1	0	12	2	1	3
SSR2	0	9	3	1	5
SSR3	0	5	1	0	2
SSR4	0	5	0	0	1
SSRP1	1	32	5	2	12
SSSCA1	0	1	0	0	0
SST	3	342	48	9	115
SSTR1	0	82	21	6	56
SSTR2	1	198	26	3	91
SSTR3	0	40	9	0	27
SSTR4	0	26	2	3	14
SSTR5	0	81	13	5	54
SSU72	0	3	2	0	1
SSUH2	0	0	0	0	0
SSX1	1	51	5	2	11
SSX2	1	88	4	1	10
SSX2B	0	0	0	0	0
SSX2IP	1	9	1	0	3
SSX3	0	9	0	0	0
SSX4	0	20	1	1	1
SSX4B	0	0	0	0	0
SSX5	0	6	0	0	0
SSX7	0	1	0	0	0
ST13	0	17	0	2	3
ST14	2	35	3	4	6
ST18	0	14	0	0	1
ST20	0	0	0	0	0
ST20-MTHFS	0	0	0	0	0
ST3GAL1	0	23	2	3	2
ST3GAL2	1	13	2	1	2
ST3GAL3	0	14	0	1	2
ST3GAL4	0	21	1	4	5
ST3GAL5	0	18	3	2	4
ST3GAL6	3	20	2	2	4
ST5	1	8	1	0	3
ST6GAL1	1	56	2	7	7
ST6GAL2	0	6	0	0	0
ST6GALNAC1	0	22	1	2	2
ST6GALNAC2	0	9	0	1	0
ST6GALNAC3	0	6	0	1	0
ST6GALNAC4	1	4	0	0	0
ST6GALNAC5	1	18	0	1	1
ST6GALNAC6	0	3	0	0	0
ST7	1	45	6	3	10
ST7-OT4	0	0	0	0	0
ST7L	0	12	0	0	5
ST8SIA1	1	33	7	0	2
ST8SIA2	1	8	1	0	1
ST8SIA3	0	3	1	0	1
ST8SIA4	1	13	0	2	4
ST8SIA5	0	3	0	0	0
ST8SIA6	0	20	2	5	10
STAB1	0	17	1	0	1
STAB2	1	14	1	0	1
STAC	0	18	1	0	2
STAC2	0	5	0	0	1
STAC3	0	0	0	0	1
STAG1	0	35	0	0	4
STAG2	0	93	2	1	10
STAG3	0	12	0	2	2
STAM	0	29	6	4	10
STAM2	0	4	1	0	2
STAMBP	1	8	0	4	1
STAMBPL1	1	12	0	0	5
STAP1	0	5	0	0	0
STAP2	0	4	1	5	2
STAR	8	880	83	43	230
STARD10	2	10	0	1	0
STARD13	5	40	1	8	11
STARD3	0	33	2	0	5
STARD3NL	0	3	0	0	1
STARD4	0	11	0	0	1
STARD5	0	6	2	0	1
STARD6	0	1	0	0	0
STARD7	0	5	1	2	2
STARD8	0	7	1	0	1
STARD9	0	5	0	0	1
STAT1	45	1463	262	142	540
STAT2	2	144	35	13	51
STAT3	406	9862	1433	1119	3741
STAT4	2	128	18	17	66
STAT5A	7	247	63	13	109
STAT5B	5	182	35	13	83
STAT6	8	333	41	35	157
STATH	0	5	0	0	0
STAU1	0	22	5	6	12
STAU2	0	6	3	0	3
STC1	2	103	12	16	30
STC2	1	130	12	7	28
STEAP1	2	68	6	3	11
STEAP1B	0	4	0	0	1
STEAP2	1	24	0	0	5
STEAP3	0	36	1	1	5
STEAP4	0	23	3	2	6
STH	1	39	3	3	6
STIL	0	109	4	6	12
STIM1	10	214	27	93	135
STIM2	0	39	4	13	24
STIP1	2	46	3	4	13
STK10	0	5	0	3	2
STK11	1	772	30	7	21
STK11IP	0	2	1	1	0
STK16	1	1	0	0	2
STK17A	1	14	1	1	6
STK17B	0	7	0	0	4
STK19	0	12	1	0	1
STK24	1	10	0	3	3
STK25	0	8	3	3	5
STK3	0	24	5	3	12
STK31	0	19	0	1	1
STK32A	0	6	1	1	1
STK32B	0	2	0	0	0
STK32C	0	1	0	0	1
STK33	3	34	0	1	11
STK35	0	5	0	0	1
STK36	1	6	0	0	2
STK38	0	12	1	0	3
STK38L	0	6	0	1	2
STK39	1	20	1	7	7
STK4	0	41	9	2	17
STK40	0	8	0	2	0
STMN1	9	166	18	17	63
STMN2	0	13	1	0	2
STMN3	1	9	2	1	3
STMN4	0	4	0	0	1
STMND1	0	0	0	0	0
STOM	0	5	0	0	2
STOML1	0	3	0	0	0
STOML2	1	12	2	1	3
STOML3	0	0	0	1	0
STON1	0	0	0	0	1
STON1-GTF2A1L	0	0	0	0	0
STON2	0	3	0	0	3
STOX1	1	3	0	0	4
STOX2	1	1	1	0	1
STPG1	0	2	0	0	1
STPG2	0	0	0	0	0
STRA13	0	25	5	0	13
STRA6	0	22	4	0	6
STRA8	0	6	1	3	22
STRADA	0	2	1	0	3
STRADB	0	1	0	0	0
STRAP	2	113	6	3	15
STRBP	0	0	0	0	0
STRC	0	1	1	0	0
STRIP1	1	2	0	3	2
STRIP2	1	4	2	1	4
STRN	3	38	1	0	3
STRN3	2	6	1	1	1
STRN4	1	11	0	2	1
STS	9	1339	56	22	129
STT3A	0	7	0	0	0
STT3B	0	3	0	0	2
STUB1	3	53	2	3	5
STX10	0	0	0	1	0
STX11	0	4	0	0	0
STX12	1	3	0	0	0
STX16	0	1	0	0	0
STX16-NPEPL1	0	0	0	0	0
STX17	1	13	3	1	6
STX18	0	4	1	0	0
STX19	0	0	0	0	0
STX1A	1	4	2	2	3
STX1B	0	3	0	0	0
STX2	2	12	1	1	7
STX3	0	6	0	0	1
STX4	3	11	0	4	0
STX5	0	1	0	1	0
STX6	0	8	1	3	3
STX7	1	7	0	0	0
STX8	0	3	0	0	0
STXBP1	0	5	1	0	0
STXBP2	0	4	0	0	0
STXBP3	0	1	0	0	0
STXBP4	0	11	1	1	1
STXBP5	1	14	1	0	8
STXBP5L	0	3	0	0	0
STXBP6	0	7	0	1	2
STYK1	2	22	3	5	10
STYX	0	11	1	1	7
STYXL1	0	4	2	0	1
SUB1	0	15	0	0	6
SUCLA2	0	6	0	0	2
SUCLG1	0	6	0	0	2
SUCLG2	1	11	1	1	1
SUCNR1	1	9	2	2	1
SUCO	0	2	0	0	0
SUDS3	0	2	1	0	1
SUFU	2	135	18	15	46
SUGP1	0	4	0	0	0
SUGP2	0	1	1	0	0
SUGT1	0	6	2	0	1
SULF1	3	61	9	10	12
SULF2	5	59	9	9	15
SULT1A1	1	227	5	0	9
SULT1A2	0	30	2	0	1
SULT1A3	0	19	2	0	1
SULT1A4	0	0	0	0	0
SULT1B1	0	11	2	0	1
SULT1C2	0	6	1	0	1
SULT1C3	0	0	1	0	0
SULT1C4	0	4	1	0	0
SULT1E1	0	72	6	2	8
SULT2A1	0	31	3	1	2
SULT2B1	0	24	4	3	9
SULT4A1	0	1	1	0	1
SULT6B1	0	1	1	0	0
SUMF1	0	5	2	0	1
SUMF2	0	3	0	0	0
SUMO1	2	110	18	16	51
SUMO2	0	62	9	6	25
SUMO3	0	8	3	2	3
SUMO4	0	4	0	2	1
SUN1	1	15	3	12	5
SUN2	1	18	2	14	9
SUN3	0	0	0	0	0
SUN5	0	0	0	0	0
SUOX	0	8	0	0	0
SUPT16H	0	3	0	0	1
SUPT20H	0	4	0	0	0
SUPT3H	0	2	0	0	1
SUPT4H1	0	3	0	0	0
SUPT5H	0	3	1	0	1
SUPT6H	0	4	0	1	1
SUPT7L	0	1	0	0	0
SUPV3L1	0	2	0	0	0
SURF1	0	2	0	0	1
SURF2	0	0	0	0	0
SURF4	0	2	1	1	1
SURF6	0	2	0	0	2
SUSD1	0	2	0	0	0
SUSD2	1	25	2	2	6
SUSD3	0	8	0	1	1
SUSD4	0	4	0	1	0
SUSD5	0	1	0	0	0
SUV39H1	1	125	19	16	35
SUV39H2	0	39	4	1	11
SUV420H1	2	14	1	1	3
SUV420H2	2	20	3	1	2
SUZ12	14	213	18	7	53
SV2A	0	6	0	0	0
SV2B	0	5	0	0	0
SV2C	0	4	0	0	1
SVEP1	1	14	0	2	0
SVIL	0	11	0	1	5
SVIP	0	4	0	0	3
SVOP	0	2	0	0	0
SVOPL	0	1	0	0	0
SWAP70	0	5	1	7	1
SWI5	0	3	2	0	0
SWSAP1	0	3	0	0	0
SWT1	0	1	0	0	0
SYAP1	0	2	0	0	0
SYBU	0	1	0	1	0
SYCE1	0	4	0	0	2
SYCE1L	0	0	0	0	0
SYCE2	0	3	0	0	0
SYCE3	0	0	0	0	1
SYCN	0	3	0	0	0
SYCP1	0	12	0	0	1
SYCP2	0	12	0	0	2
SYCP2L	0	3	0	0	0
SYCP3	0	15	0	0	15
SYDE1	0	3	1	1	1
SYDE2	0	0	0	1	0
SYF2	0	8	5	0	9
SYK	14	401	50	64	130
SYMPK	0	3	1	0	3
SYN1	2	7	2	2	2
SYN3	0	21	0	0	0
SYNC	0	37	1	0	0
SYNCRIP	0	12	0	0	2
SYNDIG1	0	3	0	0	0
SYNDIG1L	0	0	0	0	0
SYNE1	0	67	0	1	7
SYNE2	0	13	0	0	1
SYNE3	0	3	0	0	0
SYNE4	0	1	0	0	0
SYNGAP1	0	3	1	2	0
SYNGR1	0	3	0	0	0
SYNGR2	0	2	0	0	0
SYNGR3	0	2	0	0	0
SYNGR4	0	0	0	0	0
SYNJ1	1	5	0	2	1
SYNJ2	1	9	0	2	2
SYNJ2BP	0	6	0	2	3
SYNM	0	5	0	0	1
SYNPO	0	4	1	2	2
SYNPO2	0	20	1	4	2
SYNPO2L	0	0	0	0	0
SYNPR	0	4	0	0	0
SYNRG	0	0	0	0	0
SYP	0	40	7	4	13
SYPL1	0	6	0	0	1
SYPL2	0	1	0	1	0
SYS1	0	1	2	0	0
SYS1-DBNDD2	0	0	0	0	0
SYT1	1	20	2	3	5
SYT10	0	1	0	0	0
SYT11	0	3	0	1	0
SYT12	0	5	0	0	2
SYT13	0	7	0	1	1
SYT14	0	1	0	0	1
SYT15	0	0	0	0	0
SYT16	0	1	0	0	0
SYT17	0	0	0	0	0
SYT2	0	2	0	2	0
SYT3	0	2	0	1	0
SYT4	0	3	1	0	0
SYT5	0	2	0	1	0
SYT6	0	4	0	0	0
SYT7	0	10	3	3	3
SYT8	0	5	0	0	1
SYT9	0	5	0	0	0
SYTL1	0	4	0	2	1
SYTL2	0	7	0	1	1
SYTL3	0	2	0	0	1
SYTL4	0	4	0	0	0
SYTL5	0	2	0	1	0
SYVN1	0	9	3	2	6
SZRD1	0	3	0	0	3
SZT2	0	3	4	0	0
T	1309	116693	8164	4803	28784
TAAR1	0	12	0	1	2
TAAR2	0	2	0	0	0
TAAR5	0	1	0	0	0
TAAR6	0	1	0	0	0
TAAR8	0	2	0	0	0
TAB1	0	48	4	5	12
TAB2	0	33	2	4	11
TAB3	1	20	0	5	9
TAC1	0	50	1	1	5
TAC3	0	4	1	0	0
TAC4	0	2	0	0	0
TACC1	1	39	1	1	5
TACC2	0	27	3	0	2
TACC3	1	158	10	4	25
TACO1	0	1	1	0	0
TACR1	0	18	1	0	5
TACR2	0	7	0	0	1
TACR3	0	2	0	0	1
TACSTD2	1	49	1	4	4
TADA1	1	4	0	1	1
TADA2A	0	4	0	0	3
TADA2B	0	2	0	0	1
TADA3	0	2	0	0	0
TAF1	0	30	7	0	9
TAF10	0	3	0	0	1
TAF11	0	2	2	0	0
TAF12	0	4	1	0	3
TAF13	0	2	1	0	1
TAF15	0	22	1	2	9
TAF1A	0	4	1	0	1
TAF1B	0	6	2	0	0
TAF1C	0	0	1	0	0
TAF1D	0	0	0	0	0
TAF1L	0	6	0	0	2
TAF2	0	2	0	0	1
TAF3	0	4	0	0	0
TAF4	0	6	2	1	3
TAF4B	0	6	3	2	5
TAF5	0	3	1	0	0
TAF5L	0	3	0	0	0
TAF6	0	2	0	0	0
TAF6L	0	0	0	0	0
TAF7	0	6	0	0	5
TAF7L	0	6	0	0	1
TAF8	1	3	0	0	0
TAF9	1	12	3	0	3
TAF9B	0	2	0	0	1
TAGAP	0	6	0	1	0
TAGLN	3	69	6	18	23
TAGLN2	5	44	4	9	21
TAGLN3	0	2	0	0	1
TAL1	0	64	13	8	31
TAL2	0	6	0	0	0
TALDO1	0	18	2	0	1
TAMM41	0	0	0	0	0
TANC1	0	4	0	0	0
TANC2	0	3	1	0	1
TANGO2	0	1	0	0	0
TANGO6	0	1	0	0	0
TANK	1	334	167	9	50
TAOK1	0	22	3	1	2
TAOK2	0	8	2	1	2
TAOK3	0	9	0	1	0
TAP1	0	147	4	0	9
TAP2	0	85	1	0	1
TAPBP	0	8	0	0	1
TAPBPL	0	3	0	0	0
TAPT1	0	4	1	1	0
TARBP1	0	7	0	0	0
TARBP2	2	32	1	0	4
TARDBP	1	16	0	0	4
TARM1	0	0	0	0	0
TARS	0	57	1	1	2
TARS2	0	2	1	0	2
TARSL2	0	1	0	0	0
TAS1R1	0	3	0	0	0
TAS1R2	0	3	0	1	0
TAS1R3	0	0	1	0	2
TAS2R1	0	0	0	0	0
TAS2R10	1	3	0	2	0
TAS2R13	0	3	0	0	0
TAS2R14	0	9	0	0	0
TAS2R16	0	1	0	1	0
TAS2R19	0	1	0	0	0
TAS2R20	0	2	0	0	0
TAS2R3	0	1	0	0	0
TAS2R30	0	0	0	0	0
TAS2R31	0	2	0	0	0
TAS2R38	0	13	1	0	1
TAS2R39	0	1	0	0	0
TAS2R4	0	0	0	0	0
TAS2R40	0	0	0	0	0
TAS2R41	0	0	0	0	0
TAS2R42	0	1	0	0	0
TAS2R43	0	2	0	0	0
TAS2R46	0	3	0	0	0
TAS2R5	0	0	0	0	0
TAS2R50	0	2	0	0	0
TAS2R60	0	0	0	0	0
TAS2R7	0	1	0	0	0
TAS2R8	1	2	0	1	0
TAS2R9	0	0	0	0	0
TASP1	0	4	0	1	5
TAT	19	1136	148	83	237
TATDN1	0	8	1	0	2
TATDN2	0	2	0	0	0
TATDN3	0	0	0	0	0
TAX1BP1	0	20	4	1	8
TAX1BP3	0	4	0	1	0
TAZ	24	989	138	113	434
TBATA	0	1	0	0	1
TBC1D1	0	4	1	1	0
TBC1D10A	0	2	0	0	0
TBC1D10B	0	2	0	0	2
TBC1D10C	0	4	0	0	0
TBC1D12	0	2	0	0	0
TBC1D13	0	0	0	0	0
TBC1D14	0	1	0	0	0
TBC1D15	0	3	0	0	0
TBC1D16	0	7	0	0	1
TBC1D17	0	0	0	0	0
TBC1D19	0	0	0	0	0
TBC1D2	1	5	0	0	2
TBC1D20	0	1	2	0	1
TBC1D21	0	0	0	0	0
TBC1D22A	0	0	0	0	0
TBC1D22B	0	1	0	0	0
TBC1D23	0	3	0	1	1
TBC1D24	0	2	0	1	0
TBC1D25	0	1	0	0	0
TBC1D26	0	0	0	0	0
TBC1D28	0	0	0	0	0
TBC1D29	0	0	0	0	0
TBC1D2B	1	2	0	0	0
TBC1D3	0	3	2	2	2
TBC1D30	0	1	0	0	0
TBC1D31	0	0	0	0	0
TBC1D32	0	0	0	0	0
TBC1D3B	0	0	0	0	0
TBC1D3C	0	1	0	0	0
TBC1D3F	0	0	0	0	0
TBC1D3G	0	0	0	0	0
TBC1D3H	0	1	0	0	0
TBC1D4	0	10	2	1	3
TBC1D5	0	3	0	0	1
TBC1D7	1	5	13	0	2
TBC1D8	0	4	0	0	0
TBC1D8B	0	2	0	0	1
TBC1D9	0	6	0	0	0
TBC1D9B	0	0	0	0	0
TBCA	0	10	1	1	5
TBCB	0	7	1	0	1
TBCC	0	13	1	0	2
TBCCD1	1	1	0	0	0
TBCD	0	8	0	1	3
TBCE	0	3	0	0	1
TBCEL	0	0	0	0	0
TBCK	0	2	3	0	2
TBK1	2	237	17	9	40
TBKBP1	0	3	0	0	2
TBL1X	0	5	1	3	3
TBL1XR1	2	41	1	4	10
TBL1Y	0	0	0	0	0
TBL2	0	3	1	0	0
TBL3	0	1	1	1	1
TBP	0	230	63	5	48
TBPL1	1	4	0	0	2
TBPL2	0	0	1	0	0
TBR1	0	3	0	8	9
TBRG1	0	3	0	0	1
TBRG4	0	5	0	0	2
TBX1	0	24	8	10	28
TBX10	0	1	0	0	0
TBX15	1	15	0	2	4
TBX18	0	8	0	0	8
TBX19	0	3	1	0	1
TBX2	5	99	15	5	31
TBX20	0	9	2	6	14
TBX21	1	47	2	5	16
TBX22	0	3	0	0	2
TBX3	7	121	8	19	43
TBX4	0	12	0	2	5
TBX5	0	49	8	13	33
TBX6	0	3	1	0	3
TBXA2R	0	12	0	2	2
TBXAS1	0	8	0	0	1
TC2N	0	10	0	1	4
TCAIM	0	0	0	0	0
TCAP	0	19	2	0	3
TCEA1	0	7	2	0	3
TCEA2	0	2	0	0	0
TCEA3	0	7	2	0	2
TCEAL1	0	5	0	0	0
TCEAL2	0	5	0	0	1
TCEAL3	0	0	0	0	0
TCEAL4	0	3	0	0	0
TCEAL5	0	2	0	0	1
TCEAL6	0	3	0	0	2
TCEAL7	1	13	4	1	2
TCEAL8	0	0	0	0	1
TCEANC	0	1	0	0	0
TCEANC2	0	1	0	0	0
TCEB1	0	22	1	1	3
TCEB2	0	7	0	0	1
TCEB3	0	4	0	0	1
TCEB3B	0	1	0	0	0
TCEB3C	0	4	0	1	0
TCEB3CL	0	1	0	0	0
TCEB3CL2	0	0	0	0	0
TCERG1	0	3	0	0	1
TCERG1L	0	5	0	0	0
TCF12	3	39	4	9	15
TCF15	0	1	0	0	1
TCF19	0	8	2	1	8
TCF20	0	2	0	0	0
TCF21	5	62	3	11	20
TCF23	0	0	0	0	0
TCF24	0	0	0	0	0
TCF25	0	2	0	0	1
TCF3	3	111	7	8	38
TCF4	23	571	65	55	193
TCF7	6	95	5	11	29
TCF7L1	0	31	3	2	5
TCF7L2	4	243	17	11	70
TCFL5	0	6	0	0	5
TCHH	0	4	0	0	0
TCHHL1	0	2	1	0	1
TCHP	0	25	0	0	0
TCIRG1	0	9	1	1	0
TCL1A	0	26	0	3	4
TCL1B	0	3	0	0	3
TCN1	0	21	1	1	3
TCN2	0	17	0	0	1
TCOF1	0	9	2	2	2
TCP1	4	64	7	5	16
TCP10	0	1	0	0	2
TCP10L	0	1	2	0	1
TCP10L2	0	2	1	1	0
TCP11	0	2	0	0	0
TCP11L1	0	0	0	0	0
TCP11L2	0	0	0	1	0
TCP11X1	0	0	0	0	0
TCP11X2	0	0	0	0	0
TCTA	0	5	0	0	0
TCTE1	0	0	0	0	0
TCTE3	0	1	0	0	0
TCTEX1D1	0	1	0	0	0
TCTEX1D2	0	0	0	0	0
TCTEX1D4	0	0	0	0	0
TCTN1	0	11	3	1	9
TCTN2	0	1	0	2	0
TCTN3	0	1	0	0	1
TDG	1	98	7	1	14
TDGF1	0	18	2	1	6
TDO2	1	80	4	3	17
TDP1	0	104	2	0	5
TDP2	0	46	1	0	1
TDRD1	0	19	0	0	0
TDRD10	0	1	0	0	0
TDRD12	0	1	0	0	1
TDRD15	0	0	0	0	0
TDRD3	1	8	0	1	4
TDRD5	0	3	0	0	0
TDRD6	0	5	0	0	0
TDRD7	0	7	0	1	1
TDRD9	0	4	0	0	1
TDRKH	0	4	1	0	1
TDRP	0	2	0	0	2
TEAD1	2	86	14	14	61
TEAD2	2	31	3	3	14
TEAD3	0	11	1	1	7
TEAD4	1	106	17	11	46
TEC	2	237	43	38	108
TECPR1	0	2	0	1	0
TECPR2	0	2	0	0	0
TECR	0	2	0	0	0
TECRL	0	0	0	0	0
TECTA	2	5	1	3	5
TECTB	0	0	0	0	0
TEDDM1	0	1	0	0	0
TEF	0	111	12	2	24
TEFM	0	3	1	0	1
TEK	3	83	12	12	22
TEKT1	0	5	0	0	0
TEKT2	0	2	0	0	0
TEKT3	0	0	0	0	0
TEKT4	0	4	0	1	1
TEKT5	0	2	0	0	0
TELO2	1	9	2	0	3
TEN1	0	21	0	2	6
TENC1	0	2	1	1	1
TENM1	0	6	0	1	1
TENM2	0	4	0	0	0
TENM3	0	4	0	1	0
TENM4	0	7	0	0	0
TEP1	0	78	19	6	9
TEPP	2	19	1	2	3
TERF1	0	31	0	1	2
TERF2	0	27	0	0	3
TERF2IP	0	19	0	0	1
TERT	11	2605	216	0	386
TES	1	306	15	7	18
TESC	0	14	3	2	4
TESK1	0	2	1	1	2
TESK2	0	2	0	0	0
TESPA1	0	4	0	0	1
TET1	10	286	28	20	69
TET2	0	396	17	11	72
TET3	1	85	4	5	9
TEX10	1	7	1	1	3
TEX101	0	13	0	1	3
TEX11	0	3	0	0	4
TEX12	0	4	0	0	0
TEX13A	0	0	0	0	0
TEX13B	0	0	0	0	0
TEX14	0	12	0	0	1
TEX15	0	5	0	0	1
TEX19	0	4	0	0	1
TEX2	0	1	0	1	0
TEX22	0	0	0	0	0
TEX26	0	1	0	0	0
TEX261	0	0	0	0	0
TEX264	0	3	0	1	1
TEX28	0	1	0	0	0
TEX28P1	0	0	0	0	0
TEX28P2	0	0	0	0	0
TEX29	0	0	0	0	0
TEX30	0	0	0	0	0
TEX33	0	1	0	0	0
TEX35	0	0	0	0	0
TEX36	0	0	0	0	0
TEX37	0	0	0	0	0
TEX38	0	0	0	0	0
TEX40	0	0	0	0	0
TEX9	0	2	0	0	0
TF	48	2778	236	158	468
TFAM	3	151	23	7	52
TFAP2A	6	92	8	9	28
TFAP2B	0	26	3	2	5
TFAP2C	1	70	4	6	14
TFAP2D	0	5	0	0	0
TFAP2E	0	15	1	0	1
TFAP4	1	29	2	6	12
TFB1M	0	7	1	0	3
TFB2M	0	9	2	0	3
TFCP2	0	22	1	1	3
TFCP2L1	0	18	0	1	2
TFDP1	3	36	5	3	11
TFDP2	0	10	0	1	4
TFDP3	0	10	0	0	2
TFE3	1	181	15	4	20
TFEB	6	272	38	21	33
TFEC	0	13	2	0	2
TFF1	5	344	23	27	65
TFF2	1	123	6	24	25
TFF3	4	208	14	45	43
TFG	0	86	15	7	25
TFIP11	0	0	0	0	0
TFPI	24	185	16	26	43
TFPI2	20	99	8	17	11
TFPT	0	2	0	0	1
TFR2	0	26	1	0	8
TFRC	1	123	4	2	18
