gene	pubmed_invasion	pubmed_cancer	pubmed_growth	pubmed_migration	pubmed_prolifiration
TG	21	3855	207	121	684
TGDS	0	5	1	0	1
TGFA	2	91	13	5	23
TGFB1	18	443	34	40	125
TGFB1I1	2	11	0	6	4
TGFB2	4	114	12	16	40
TGFB3	2	44	2	10	24
TGFBI	5	148	7	23	33
TGFBR1	14	268	19	25	85
TGFBR2	18	404	32	27	107
TGFBR3	10	65	6	13	21
TGFBR3L	0	1	0	0	0
TGFBRAP1	1	4	0	0	0
TGIF1	1	28	3	1	4
TGIF2	2	33	4	3	14
TGIF2-C20orf24	0	0	0	0	0
TGIF2LX	0	5	1	0	1
TGIF2LY	0	0	0	0	0
TGM1	1	10	1	0	4
TGM2	2	99	12	11	20
TGM3	0	22	2	0	5
TGM4	0	13	2	0	2
TGM5	0	1	0	0	0
TGM6	0	1	0	0	0
TGM7	0	1	0	0	0
TGOLN2	0	2	0	0	0
TGS1	0	3	0	0	2
TH	20	3253	199	122	895
THADA	0	14	0	1	3
THAP1	0	7	1	0	7
THAP10	0	1	0	0	0
THAP11	1	8	9	0	10
THAP2	0	3	0	0	1
THAP3	0	2	0	0	1
THAP4	0	0	0	0	0
THAP5	0	0	1	0	0
THAP6	0	0	0	0	0
THAP7	0	2	0	0	2
THAP8	0	0	0	0	0
THAP9	0	5	2	1	5
THBD	0	27	0	2	3
THBS1	14	233	17	38	53
THBS2	3	130	10	12	25
THBS3	0	8	1	0	0
THBS4	0	32	3	4	5
THEG	0	0	0	0	1
THEGL	0	0	0	0	0
THEM4	0	3	0	0	3
THEM5	0	1	0	0	1
THEM6	0	3	0	0	0
THEMIS	0	3	1	0	6
THEMIS2	0	3	1	1	0
THG1L	0	0	0	0	0
THNSL1	0	0	0	0	0
THNSL2	0	2	1	0	0
THOC1	0	12	5	0	5
THOC2	0	4	1	0	1
THOC3	0	1	1	0	0
THOC5	0	8	3	0	2
THOC6	0	2	1	0	0
THOC7	0	4	1	1	0
THOP1	0	9	0	0	0
THPO	0	9	2	0	3
THRA	0	29	7	0	11
THRAP3	0	14	1	1	3
THRB	0	74	4	1	25
THRSP	0	11	4	1	2
THSD1	0	9	0	1	1
THSD4	0	11	1	0	0
THSD7A	0	24	0	7	2
THSD7B	1	4	0	0	0
THTPA	0	4	2	0	0
THUMPD1	0	3	0	0	1
THUMPD2	0	1	0	0	0
THUMPD3	0	12	1	1	3
THY1	7	128	17	52	125
THYN1	0	0	0	0	0
TIA1	2	24	4	4	17
TIAF1	0	8	3	2	1
TIAL1	0	8	2	0	5
TIAM1	24	132	25	89	38
TIAM2	2	12	1	3	2
TICAM1	0	7	0	0	1
TICAM2	0	2	0	1	0
TICRR	0	7	2	0	2
TIE1	1	32	4	11	10
TIFA	0	11	1	2	3
TIFAB	0	3	1	0	3
TIGD1	1	2	0	0	0
TIGD2	0	0	0	0	0
TIGD3	0	1	0	0	0
TIGD4	0	0	0	0	0
TIGD5	0	3	0	0	0
TIGD6	0	2	0	0	0
TIGD7	0	0	0	0	0
TIGIT	4	485	4	6	38
TIMD4	0	5	2	1	4
TIMELESS	3	80	5	5	15
TIMM10	0	0	0	0	0
TIMM10B	0	0	0	0	0
TIMM13	0	4	0	0	0
TIMM17A	1	7	0	3	0
TIMM17B	0	1	0	0	0
TIMM21	0	0	0	0	0
TIMM22	0	0	0	0	0
TIMM23	0	5	0	0	0
TIMM23B	0	0	0	0	0
TIMM44	0	2	0	0	2
TIMM50	0	3	0	0	0
TIMM8A	0	1	0	0	1
TIMM8B	0	1	0	0	0
TIMM9	0	3	0	0	1
TIMMDC1	0	2	1	1	2
TIMP1	254	428	41	338	122
TIMP2	224	233	25	289	97
TIMP3	51	371	27	76	81
TIMP4	9	29	3	17	8
TINAG	0	2	0	0	2
TINAGL1	0	9	1	0	3
TINF2	0	28	1	0	1
TIPARP	1	19	2	0	4
TIPIN	0	20	1	0	1
TIPRL	0	12	0	2	1
TIRAP	2	32	2	3	2
TJAP1	0	0	0	1	0
TJP1	3	40	6	8	15
TJP2	0	15	0	2	2
TJP3	1	6	0	1	2
TK1	2	249	17	5	69
TK2	0	29	2	0	6
TKT	2	75	9	5	22
TKTL1	1	73	3	2	13
TKTL2	0	10	0	0	4
TLCD1	0	1	0	0	0
TLCD2	0	1	0	0	0
TLDC1	0	1	0	1	1
TLDC2	0	0	0	0	0
TLE1	1	45	5	3	9
TLE2	0	8	2	0	2
TLE3	1	30	5	0	6
TLE4	1	15	0	0	6
TLE6	0	2	1	1	2
TLK1	0	20	3	0	4
TLK2	0	16	3	0	0
TLL1	0	4	0	1	0
TLL2	0	3	0	1	0
TLN1	4	39	3	13	10
TLN2	4	9	2	6	5
TLR1	2	114	6	3	36
TLR10	0	26	1	0	4
TLR2	17	615	37	88	230
TLR3	4	475	30	52	132
TLR4	49	1699	102	193	647
TLR5	0	147	2	9	43
TLR6	1	55	1	3	16
TLR7	5	469	19	25	119
TLR8	0	124	4	5	28
TLR9	16	641	24	20	215
TLX1	0	19	3	0	4
TLX1NB	1	3	0	1	0
TLX2	0	7	1	0	0
TLX3	0	25	1	0	0
TM2D1	0	1	0	0	1
TM2D2	0	0	0	0	0
TM2D3	0	3	0	0	1
TM4SF1	3	74	8	17	17
TM4SF18	0	1	1	0	0
TM4SF19	0	3	0	0	1
TM4SF2	0	1	0	0	0
TM4SF20	0	0	0	1	1
TM4SF4	0	10	3	2	6
TM4SF5	2	38	5	8	6
TM6SF1	0	5	0	0	0
TM6SF2	0	23	0	0	0
TM7SF2	1	5	0	0	4
TM7SF3	0	1	0	0	0
TM9SF1	0	7	0	0	0
TM9SF2	0	3	1	0	1
TM9SF3	0	6	0	0	2
TM9SF4	0	11	1	2	1
TMA16	0	1	0	0	0
TMA7	0	0	0	0	0
TMBIM1	0	6	0	0	1
TMBIM4	1	5	1	1	0
TMBIM6	2	10	0	1	2
TMC1	0	1	1	0	0
TMC2	0	0	0	0	0
TMC3	0	2	0	0	0
TMC4	0	3	0	0	0
TMC5	0	8	0	0	1
TMC6	0	11	0	0	0
TMC7	0	1	0	0	1
TMC8	0	19	0	1	0
TMCC1	0	8	0	0	1
TMCC2	0	0	0	0	0
TMCC3	0	2	0	1	0
TMCO1	0	4	0	3	3
TMCO2	0	0	0	0	0
TMCO3	0	2	0	0	0
TMCO4	0	1	0	0	0
TMCO5A	0	0	0	0	0
TMCO6	0	0	0	0	0
TMED1	0	1	0	0	0
TMED10	0	8	1	1	2
TMED2	0	12	1	2	6
TMED3	0	15	1	3	3
TMED4	0	1	0	0	0
TMED5	0	5	0	1	4
TMED6	0	1	0	0	0
TMED7	0	3	0	0	0
TMED7-TICAM2	0	0	0	0	0
TMED8	0	1	0	0	0
TMED9	0	2	0	0	2
TMEFF1	2	12	0	2	1
TMEFF2	0	67	1	3	10
TMEM100	0	18	1	4	5
TMEM101	0	2	0	0	1
TMEM102	0	0	0	0	0
TMEM104	0	0	0	0	0
TMEM105	1	1	0	0	0
TMEM106A	0	6	2	1	1
TMEM106B	1	6	1	2	2
TMEM106C	0	3	1	1	1
TMEM107	1	2	0	0	0
TMEM108	0	1	0	0	1
TMEM109	0	2	0	0	0
TMEM11	0	0	0	0	0
TMEM110	0	1	0	0	0
TMEM110-MUSTN1	0	1	0	0	0
TMEM114	0	0	0	0	0
TMEM115	0	2	0	0	0
TMEM116	0	2	0	0	1
TMEM117	0	3	1	0	0
TMEM119	2	9	0	2	4
TMEM120B	0	2	1	0	0
TMEM121	0	2	0	3	1
TMEM123	0	2	0	0	0
TMEM125	0	2	0	0	0
TMEM126A	0	1	0	0	0
TMEM126B	0	0	0	0	0
TMEM127	0	27	2	0	1
TMEM128	0	0	0	0	0
TMEM129	0	4	0	0	0
TMEM130	0	5	0	3	0
TMEM131	0	1	0	1	0
TMEM132A	1	3	0	2	2
TMEM132B	0	1	0	0	0
TMEM132C	0	3	0	0	0
TMEM132D	0	4	0	0	0
TMEM132E	0	2	0	0	0
TMEM133	0	0	1	0	0
TMEM134	0	1	0	1	0
TMEM135	0	8	0	0	1
TMEM136	0	1	0	0	0
TMEM138	0	1	0	0	0
TMEM139	0	3	0	0	0
TMEM140	0	3	0	0	1
TMEM141	0	0	0	0	0
TMEM143	0	0	0	0	0
TMEM144	0	0	0	0	0
TMEM145	0	0	0	0	0
TMEM147	1	6	0	0	3
TMEM14A	0	5	0	0	1
TMEM14B	0	0	0	0	0
TMEM14C	0	4	1	1	0
TMEM14E	0	0	0	0	0
TMEM150A	0	0	0	0	0
TMEM150B	0	3	0	0	0
TMEM150C	0	1	0	0	0
TMEM151A	0	0	0	0	0
TMEM151B	0	1	0	0	0
TMEM154	0	0	0	0	0
TMEM155	0	0	0	0	0
TMEM156	0	3	0	0	0
TMEM158	1	13	0	0	2
TMEM159	0	0	0	0	0
TMEM160	0	0	0	0	0
TMEM161A	0	1	0	0	0
TMEM161B	0	3	0	1	2
TMEM163	0	2	0	0	0
TMEM164	0	1	0	0	0
TMEM165	0	3	0	1	0
TMEM167A	0	1	0	0	1
TMEM167B	0	0	0	0	0
TMEM168	0	1	1	0	0
TMEM169	0	0	0	0	0
TMEM17	0	5	0	0	1
TMEM170A	0	1	0	0	0
TMEM170B	0	2	0	0	0
TMEM171	0	2	0	0	0
TMEM173	0	29	1	1	5
TMEM174	0	2	0	0	3
TMEM175	0	1	0	0	0
TMEM176A	2	9	2	1	4
TMEM176B	1	14	1	1	4
TMEM177	0	0	0	0	0
TMEM178A	0	0	0	0	0
TMEM178B	0	1	1	0	0
TMEM179	0	1	0	0	0
TMEM179B	0	0	0	0	0
TMEM18	0	10	0	3	0
TMEM180	0	5	0	0	1
TMEM181	0	0	0	0	0
TMEM182	0	4	1	0	0
TMEM183A	0	0	0	0	0
TMEM184A	0	1	0	0	4
TMEM184B	1	4	0	1	1
TMEM184C	0	0	0	0	0
TMEM185A	0	3	0	0	0
TMEM185B	0	0	0	0	0
TMEM186	0	1	0	0	0
TMEM187	0	0	0	0	0
TMEM189	0	3	0	0	1
TMEM189-UBE2V1	0	0	0	0	0
TMEM19	0	0	0	0	0
TMEM190	0	1	0	0	0
TMEM192	0	2	1	0	0
TMEM194A	0	2	0	0	1
TMEM194B	0	1	0	0	0
TMEM196	0	2	0	0	1
TMEM198	0	0	0	0	0
TMEM199	0	1	0	0	0
TMEM2	1	9	0	5	2
TMEM200A	0	2	0	0	0
TMEM200B	0	0	0	0	0
TMEM200C	0	1	0	0	0
TMEM201	0	3	0	1	0
TMEM202	0	0	0	0	0
TMEM203	0	0	0	0	0
TMEM204	0	5	0	0	0
TMEM205	0	7	0	0	0
TMEM206	1	7	0	2	1
TMEM207	0	6	1	0	0
TMEM208	0	2	0	0	0
TMEM209	0	2	1	0	0
TMEM210	0	0	0	0	0
TMEM211	0	0	0	0	0
TMEM212	0	1	0	0	0
TMEM213	0	3	0	0	0
TMEM214	0	0	0	0	0
TMEM215	0	0	0	0	1
TMEM216	0	0	0	0	0
TMEM217	0	1	0	1	0
TMEM218	0	0	0	0	0
TMEM219	0	2	0	0	1
TMEM220	1	7	0	0	2
TMEM221	0	0	0	0	0
TMEM222	0	0	0	0	0
TMEM223	0	1	0	0	0
TMEM225	0	1	0	0	0
TMEM229A	0	1	0	0	1
TMEM229B	0	1	0	0	0
TMEM230	0	0	0	1	0
TMEM231	0	0	0	0	0
TMEM232	0	0	0	0	0
TMEM233	0	1	0	0	0
TMEM234	0	0	0	0	0
TMEM235	0	0	0	0	0
TMEM236	0	1	0	0	0
TMEM237	0	2	0	0	0
TMEM238	0	1	0	0	0
TMEM239	0	0	0	0	0
TMEM240	0	2	0	1	2
TMEM241	0	0	0	0	0
TMEM242	0	0	0	0	0
TMEM243	0	3	0	0	0
TMEM244	0	1	0	0	0
TMEM245	0	3	0	0	1
TMEM246	0	1	0	0	0
TMEM247	0	0	0	0	0
TMEM248	0	0	0	0	0
TMEM249	0	1	0	0	0
TMEM25	0	4	0	0	0
TMEM251	0	1	0	0	0
TMEM252	0	1	0	0	0
TMEM253	0	0	0	0	0
TMEM254	0	1	0	0	0
TMEM255A	0	0	0	0	0
TMEM255B	0	0	0	0	0
TMEM256	0	2	0	0	0
TMEM256-PLSCR3	0	0	0	0	0
TMEM257	0	0	0	0	0
TMEM258	0	0	0	0	0
TMEM259	0	1	0	0	0
TMEM26	0	7	0	1	1
TMEM260	0	0	0	0	0
TMEM261	0	1	0	0	0
TMEM27	0	1	2	0	5
TMEM30A	0	7	0	2	3
TMEM30B	0	3	0	0	0
TMEM30C	0	1	0	0	0
TMEM31	0	3	0	0	1
TMEM33	1	5	1	0	2
TMEM35	1	0	1	1	1
TMEM37	0	1	0	0	0
TMEM38A	0	1	0	1	0
TMEM38B	0	3	0	0	0
TMEM39A	0	3	0	0	0
TMEM39B	0	1	0	0	0
TMEM40	0	5	2	2	4
TMEM41A	0	1	0	1	0
TMEM41B	0	2	0	0	1
TMEM42	0	0	0	0	0
TMEM43	0	5	0	0	1
TMEM44	0	2	0	0	1
TMEM45A	2	13	0	1	5
TMEM45B	1	7	0	1	2
TMEM47	0	4	0	0	1
TMEM5	0	0	0	0	0
TMEM50A	0	0	0	0	0
TMEM50B	0	0	0	0	0
TMEM51	0	4	0	0	0
TMEM52	0	2	0	0	0
TMEM52B	0	1	0	0	0
TMEM53	0	0	0	1	0
TMEM54	0	1	0	1	1
TMEM55A	0	0	0	0	0
TMEM55B	1	2	0	0	0
TMEM56	0	1	0	0	0
TMEM57	0	0	0	0	0
TMEM59	0	4	0	0	3
TMEM59L	0	1	0	0	0
TMEM60	0	2	0	1	0
TMEM61	0	0	0	0	0
TMEM62	0	1	0	0	0
TMEM63A	0	1	0	0	4
TMEM63B	0	1	0	1	0
TMEM63C	0	1	1	0	0
TMEM64	0	2	0	0	0
TMEM65	0	1	0	1	0
TMEM66	0	4	1	0	1
TMEM67	0	3	0	0	0
TMEM68	0	1	0	0	0
TMEM69	0	1	0	0	0
TMEM70	0	2	0	1	2
TMEM71	0	1	0	1	1
TMEM72	0	0	0	0	0
TMEM74	0	11	0	0	4
TMEM74B	0	0	0	0	0
TMEM75	0	4	0	0	1
TMEM78	0	0	0	0	1
TMEM79	1	7	0	0	0
TMEM80	0	0	0	0	0
TMEM81	0	0	0	0	0
TMEM82	0	2	0	1	0
TMEM86A	0	0	0	0	0
TMEM86B	0	0	0	0	0
TMEM87A	0	3	1	1	1
TMEM87B	0	2	0	0	1
TMEM88	2	14	0	1	10
TMEM88B	0	0	0	0	0
TMEM89	0	0	0	0	0
TMEM8A	0	1	0	0	0
TMEM8B	0	3	0	0	2
TMEM8C	0	0	0	0	1
TMEM9	1	3	1	0	2
TMEM91	0	0	0	0	0
TMEM92	0	8	1	0	3
TMEM95	0	0	0	0	0
TMEM97	2	34	1	4	8
TMEM98	0	9	0	1	5
TMEM99	0	0	0	0	0
TMEM9B	0	2	0	0	0
TMF1	0	5	0	0	1
TMIE	0	18	0	0	0
TMIGD1	0	8	0	4	3
TMIGD2	0	14	0	1	3
TMLHE	0	0	1	0	0
TMOD1	0	10	1	1	2
TMOD2	0	5	0	0	1
TMOD3	1	11	1	7	3
TMOD4	0	0	1	0	0
TMPO	3	55	7	9	30
TMPPE	0	0	0	0	0
TMPRSS11A	0	2	1	1	2
TMPRSS11B	0	2	0	0	0
TMPRSS11BNL	0	0	0	0	0
TMPRSS11D	0	7	0	0	1
TMPRSS11E	0	4	0	0	1
TMPRSS11F	0	1	0	0	0
TMPRSS12	0	2	0	0	0
TMPRSS13	0	6	0	0	0
TMPRSS15	0	2	0	0	0
TMPRSS2	20	1132	39	22	52
TMPRSS3	0	17	3	0	4
TMPRSS4	10	84	5	7	13
TMPRSS5	0	0	0	0	0
TMPRSS6	0	11	0	0	1
TMPRSS7	0	1	0	0	0
TMPRSS9	0	1	0	0	0
TMSB10	1	21	2	2	5
TMSB15A	0	3	0	1	0
TMSB15B	0	2	0	1	0
TMSB4X	1	16	0	4	2
TMSB4Y	0	4	0	0	2
TMTC1	0	3	0	2	3
TMTC2	0	1	0	0	1
TMTC3	0	3	0	2	2
TMTC4	0	1	1	0	0
TMUB1	0	2	0	0	8
TMUB2	0	1	0	0	1
TMX1	0	6	0	0	0
TMX2	3	15	1	0	2
TMX2-CTNND1	0	0	0	0	0
TMX3	0	2	0	0	0
TMX4	1	2	0	0	0
TNC	21	227	8	79	64
TNF	326	14623	1639	1413	5734
TNFAIP1	0	23	5	5	9
TNFAIP2	3	30	3	4	6
TNFAIP3	2	120	18	10	37
TNFAIP6	4	26	0	5	9
TNFAIP8	2	77	7	10	29
TNFAIP8L1	0	10	2	0	0
TNFAIP8L2	0	21	2	3	5
TNFAIP8L3	0	16	0	1	2
TNFRSF10A	2	39	3	1	9
TNFRSF10B	2	78	5	2	13
TNFRSF10C	0	29	2	1	3
TNFRSF10D	0	23	2	3	6
TNFRSF11A	0	30	3	4	4
TNFRSF11B	0	39	7	2	12
TNFRSF12A	3	50	3	7	13
TNFRSF13B	0	9	0	0	6
TNFRSF13C	0	8	0	0	1
TNFRSF14	1	36	3	0	8
TNFRSF17	0	14	3	0	1
TNFRSF18	1	33	0	2	3
TNFRSF19	4	25	0	2	5
TNFRSF1A	1	63	4	3	17
TNFRSF1B	2	40	5	1	10
TNFRSF21	0	27	4	0	8
TNFRSF25	0	28	4	0	7
TNFRSF4	0	38	0	0	6
TNFRSF6B	0	12	4	0	6
TNFRSF8	0	13	2	0	0
TNFRSF9	0	47	1	2	8
TNFSF10	2	82	14	7	20
TNFSF11	0	46	3	3	9
TNFSF12	1	20	2	1	6
TNFSF12-TNFSF13	0	0	0	0	0
TNFSF13	0	17	3	0	7
TNFSF13B	0	21	1	1	4
TNFSF14	0	43	2	5	12
TNFSF15	1	30	7	4	10
TNFSF18	0	12	1	0	2
TNFSF4	0	24	0	1	7
TNFSF8	0	9	1	1	2
TNFSF9	0	28	1	1	3
TNIK	3	50	4	3	4
TNIP1	0	13	2	0	3
TNIP2	2	4	0	1	3
TNIP3	0	1	0	0	1
TNK1	1	6	4	1	1
TNK2	1	41	4	1	8
TNKS	2	88	9	2	9
TNKS1BP1	1	8	0	3	2
TNKS2	4	42	3	2	5
TNMD	0	1	6	8	17
TNN	0	14	0	1	2
TNNC1	0	12	2	2	0
TNNC2	0	5	0	1	1
TNNI1	0	2	1	0	1
TNNI2	0	9	1	0	3
TNNI3	0	7	0	0	0
TNNI3K	0	2	0	0	0
TNNT1	0	10	0	2	4
TNNT2	0	8	3	0	4
TNNT3	0	4	0	1	2
TNP1	0	6	1	0	1
TNP2	0	2	0	0	2
TNPO1	0	9	0	2	4
TNPO2	0	3	0	0	1
TNPO3	0	4	0	0	0
TNR	0	68	3	6	6
TNRC18	0	1	0	1	0
TNRC6A	0	12	2	0	3
TNRC6B	0	14	0	0	4
TNRC6C	0	10	0	1	5
TNS1	0	29	2	6	5
TNS3	0	15	2	10	4
TNS4	2	26	0	5	4
TNXB	1	15	1	2	3
TOB1	2	51	7	6	31
TOB2	0	3	5	2	9
TOE1	0	0	1	0	0
TOLLIP	2	23	0	1	6
TOM1	1	5	1	0	1
TOM1L1	2	8	0	0	1
TOM1L2	0	0	0	0	0
TOMM20	0	35	2	2	8
TOMM20L	0	0	0	0	0
TOMM22	0	4	0	0	0
TOMM34	0	24	1	0	0
TOMM40	0	10	1	0	0
TOMM40L	0	1	0	0	0
TOMM5	0	2	0	0	0
TOMM6	0	1	0	0	0
TOMM7	0	2	0	0	0
TOMM70A	0	4	0	0	0
TONSL	0	7	0	2	3
TOP1	0	360	22	2	19
TOP1MT	0	18	2	1	1
TOP2A	5	722	21	9	97
TOP2B	0	41	2	0	2
TOP3A	0	19	0	0	1
TOP3B	0	11	1	0	0
TOPAZ1	0	0	0	0	0
TOPBP1	0	115	6	1	18
TOPORS	0	10	5	0	1
TOR1A	0	1	0	1	1
TOR1AIP1	0	2	0	0	0
TOR1AIP2	0	0	0	0	0
TOR1B	0	0	0	0	0
TOR2A	0	3	0	0	0
TOR3A	0	0	0	0	1
TOR4A	0	0	0	1	0
TOX	1	229	11	5	19
TOX2	0	20	1	0	3
TOX3	0	99	2	2	3
TOX4	0	3	1	1	1
TP53	55	11292	332	163	765
TP53AIP1	0	10	0	0	3
TP53BP1	0	57	2	0	4
TP53BP2	0	17	1	0	1
TP53I11	0	8	0	1	2
TP53I13	0	1	0	0	1
TP53I3	0	21	1	1	4
TP53INP1	5	94	19	9	39
TP53INP2	0	14	3	2	4
TP53RK	0	7	0	0	1
TP53TG3	0	1	0	0	0
TP53TG3B	0	2	0	0	0
TP53TG3C	0	0	0	0	0
TP53TG3D	0	0	0	0	0
TP53TG5	0	1	1	0	0
TP63	4	263	7	14	46
TP73	4	243	11	17	61
TPBG	0	10	0	0	1
TPBGL	0	0	0	0	0
TPCN1	0	1	0	1	1
TPCN2	0	12	0	1	2
TPD52	2	95	8	18	29
TPD52L1	0	12	0	1	4
TPD52L2	1	16	2	4	15
TPD52L3	0	1	0	0	1
TPGS1	0	0	0	0	0
TPGS2	0	2	0	1	0
TPH1	2	29	3	1	15
TPH2	0	6	0	1	5
TPI1	1	34	3	3	9
TPK1	0	6	10	0	1
TPM1	2	76	12	15	32
TPM2	0	38	3	6	10
TPM3	4	88	2	13	9
TPM4	2	45	2	11	8
TPMT	0	90	1	1	2
TPO	2	327	64	8	143
TPP1	0	70	4	1	14
TPP2	0	3	2	0	0
TPPP	1	15	3	1	6
TPPP2	0	1	0	0	0
TPPP3	0	10	2	2	8
TPR	3	201	25	6	34
TPRA1	0	1	0	0	0
TPRG1	0	6	0	0	1
TPRG1L	0	0	0	0	0
TPRKB	0	2	0	0	1
TPRN	0	1	0	0	1
TPRX1	0	0	0	0	0
TPRX2P	0	0	0	0	0
TPRXL	0	1	0	0	0
TPSAB1	0	5	1	0	0
TPSD1	0	1	0	0	0
TPSG1	0	2	0	0	0
TPST1	0	6	0	1	0
TPST2	0	0	1	0	0
TPT1	0	53	12	4	29
TPTE	0	22	2	1	4
TPTE2	0	3	0	1	0
TPX2	11	258	19	12	64
TRA2A	0	15	1	1	2
TRA2B	0	14	5	2	4
TRABD	0	2	0	0	1
TRABD2A	0	1	0	0	0
TRABD2B	0	1	0	0	0
TRADD	4	109	18	9	35
TRAF1	5	80	11	9	31
TRAF2	11	275	32	22	93
TRAF3	5	95	11	7	31
TRAF3IP1	0	0	0	0	0
TRAF3IP2	0	12	1	0	3
TRAF3IP3	1	12	1	0	2
TRAF4	4	78	11	16	30
TRAF5	1	26	6	4	19
TRAF6	15	331	42	41	145
TRAF7	0	13	1	2	2
TRAFD1	0	1	0	0	0
TRAIP	1	9	0	1	6
TRAK1	1	6	0	1	2
TRAK2	2	6	0	1	1
TRAM1	0	7	0	1	3
TRAM1L1	0	0	0	0	1
TRAM2	0	6	0	0	3
TRANK1	0	1	0	0	0
TRAP1	4	138	11	7	15
TRAPPC1	0	0	0	0	0
TRAPPC10	0	3	0	0	0
TRAPPC11	0	0	0	0	0
TRAPPC12	0	0	0	0	0
TRAPPC13	0	0	0	0	0
TRAPPC2	0	1	0	0	0
TRAPPC2L	0	3	0	0	0
TRAPPC2P1	0	1	0	0	0
TRAPPC3	0	1	0	0	1
TRAPPC3L	0	1	0	0	0
TRAPPC4	0	3	1	0	2
TRAPPC5	0	1	0	0	1
TRAPPC6A	0	3	1	0	0
TRAPPC6B	0	0	0	0	0
TRAPPC8	0	1	0	0	0
TRAPPC9	0	6	0	0	1
TRAT1	0	4	0	0	1
TRDMT1	0	17	1	1	2
TRDN	0	1	0	0	3
TREH	0	2	0	0	0
TREM1	2	25	0	6	3
TREM2	2	43	4	6	13
TREML1	0	1	0	0	0
TREML2	0	3	0	1	1
TREML4	0	1	0	0	0
TRERF1	0	3	0	0	0
TREX1	2	42	4	1	3
TREX2	0	15	1	0	3
TRH	0	159	19	2	48
TRHDE	0	9	1	0	2
TRHR	0	2	0	0	0
TRIAP1	2	19	2	2	11
TRIB1	1	44	4	2	15
TRIB2	0	54	5	2	17
TRIB3	5	113	15	6	24
TRIM10	0	0	0	0	1
TRIM11	0	32	1	2	19
TRIM13	0	11	2	1	3
TRIM14	2	23	5	5	19
TRIM15	1	11	0	3	3
TRIM16	2	41	9	8	9
TRIM16L	0	0	0	0	1
TRIM17	0	10	1	0	3
TRIM2	1	15	0	2	6
TRIM21	1	66	4	8	28
TRIM22	0	21	1	1	14
TRIM23	0	5	0	1	2
TRIM24	3	80	12	5	22
TRIM25	1	50	5	3	18
TRIM26	1	6	1	1	6
TRIM27	1	39	5	3	15
TRIM28	2	103	10	6	24
TRIM29	5	81	9	6	27
TRIM3	1	23	5	3	14
TRIM31	1	21	2	0	8
TRIM32	0	30	9	3	17
TRIM33	0	27	2	0	6
TRIM34	0	3	0	0	0
TRIM35	0	10	1	1	6
TRIM36	0	17	3	1	9
TRIM37	2	46	5	6	12
TRIM38	0	5	0	1	3
TRIM39	0	7	1	1	4
TRIM39-RPP21	0	0	0	0	0
TRIM4	0	8	2	0	1
TRIM40	0	0	1	0	0
TRIM41	0	2	0	1	0
TRIM42	0	1	0	0	0
TRIM43	0	0	0	0	0
TRIM44	1	46	4	8	25
TRIM45	0	6	1	0	4
TRIM46	0	14	3	0	7
TRIM47	3	13	0	3	8
TRIM48	0	2	1	1	1
TRIM49	0	0	0	0	0
TRIM49B	0	0	0	0	0
TRIM49C	0	2	0	0	0
TRIM49D1	0	0	0	0	0
TRIM5	1	9	0	0	0
TRIM50	0	4	0	1	1
TRIM51	0	1	0	0	0
TRIM52	1	11	2	2	12
TRIM54	0	4	1	1	2
TRIM55	0	3	0	3	0
TRIM56	1	8	0	3	3
TRIM58	1	19	2	1	3
TRIM59	5	53	6	4	29
TRIM6	0	9	0	1	2
TRIM6-TRIM34	0	0	0	0	0
TRIM60	0	0	0	0	0
TRIM61	0	1	0	0	0
TRIM62	1	10	0	1	1
TRIM63	0	12	1	2	6
TRIM64B	0	0	0	0	0
TRIM64C	0	0	0	0	0
TRIM65	0	16	4	2	11
TRIM66	2	17	2	2	8
TRIM67	1	13	2	1	7
TRIM68	0	7	2	0	1
TRIM69	0	3	0	0	1
TRIM7	1	9	1	2	4
TRIM71	0	11	2	0	8
TRIM72	0	7	0	1	2
TRIM73	0	3	0	0	0
TRIM74	0	1	0	0	0
TRIM77	0	1	0	0	0
TRIM8	0	20	4	0	11
TRIM9	0	9	3	0	3
TRIML1	0	0	0	0	0
TRIML2	0	5	0	0	2
TRIO	6	203	12	0	27
TRIOBP	0	9	1	2	1
TRIP10	0	7	1	1	0
TRIP11	0	1	1	0	0
TRIP12	0	17	2	1	1
TRIP13	4	79	8	6	30
TRIP4	0	5	1	1	8
TRIP6	2	24	3	15	13
TRIQK	0	0	0	0	0
TRIT1	0	11	0	0	0
TRMT1	0	5	0	0	0
TRMT10A	0	0	0	0	0
TRMT10B	0	0	0	0	0
TRMT10C	1	2	0	0	1
TRMT11	0	7	0	0	0
TRMT112	0	6	0	0	2
TRMT12	0	4	0	0	0
TRMT13	0	0	0	0	0
TRMT1L	0	2	1	0	1
TRMT2A	0	2	0	0	1
TRMT2B	0	0	0	0	0
TRMT44	0	0	0	0	1
TRMT5	0	0	0	0	0
TRMT6	1	7	0	0	2
TRMT61A	1	3	0	0	0
TRMT61B	1	4	0	0	0
TRMU	0	2	1	0	0
TRNAU1AP	0	2	1	1	2
TRNP1	0	1	0	0	1
TRNT1	0	2	0	0	0
TRO	2	36	10	1	8
TROAP	3	20	2	2	11
TROVE2	0	0	0	0	2
TRPA1	2	133	3	9	12
TRPC1	3	97	12	41	91
TRPC3	0	52	6	7	42
TRPC4	0	36	2	6	24
TRPC4AP	0	4	1	0	1
TRPC5	0	42	3	11	9
TRPC6	3	80	15	23	72
TRPC7	0	13	3	1	2
